Gene	logFC	logCPM	LR	PValue	FDR
GUCY2D	0.14794538747197	4.15271472089258	0.530029380154673	0.466594507720258	0.76620822554619
UGT1A1	0.116879337796581	4.52118282565234	0.529412191624544	0.466854091184824	0.766563424776638
NEDD4L	-0.0490340749873664	6.20987350198881	0.528547523606846	0.467218151574474	0.767043591193893
RAX2	0.139660624014466	4.34258675719753	0.528511957654985	0.467233136031555	0.767043591193893
C5AR2	-0.0511918175351198	6.08298910783166	0.528378223472203	0.467289487101711	0.767065004221084
NAT14	-0.0516172582790464	6.46526469062324	0.528153045588454	0.467384394091301	0.767149697724504
CDC42BPA	-0.0619541612377656	5.61162297958888	0.527929157882738	0.467478787959308	0.767233533389108
ZNF559-ZNF177	0.0974045249732335	4.7124452499938	0.527592302681228	0.467620867979181	0.767395609529071
RNF125	0.065401158406668	5.58329555196691	0.526976739657414	0.467880681487118	0.767714589120636
F2RL1	0.136608910355631	4.40526333977083	0.52679774426224	0.46795627438149	0.767714589120636
MLLT11	-0.061377389502862	7.61171552704174	0.526680682664733	0.468005722152676	0.767714589120636
ABHD17C	0.12382779855426	4.59848591248937	0.526627448002671	0.46802821168218	0.767714589120636
MRPL43	-0.0338421617675753	7.31418062074612	0.526618568084643	0.468031963263586	0.767714589120636
HBQ1	-0.173046171660677	4.21852139261784	0.526391663954854	0.468127841941922	0.767756987027406
DNAH7	0.0767894336011332	5.53873766543944	0.526274791798414	0.468177238754004	0.767756987027406
FAAP20	0.04666505831506	6.37327848450007	0.526227097376648	0.468197399531149	0.767756987027406
VDR	0.110375079314004	4.56788240840271	0.526147148301277	0.468231197711723	0.767756987027406
CRADD	-0.0825076662862046	5.29478182986043	0.525893268275524	0.468338550555333	0.767861927930766
PSMB5	-0.0378641875325077	8.97095389779586	0.525528296908533	0.46849294752816	0.768043973215362
NRTN	-0.172836975390762	4.15493828477064	0.52532331463	0.468579698814188	0.768115097213966
TESC	-0.134366509392561	4.45470459129366	0.525054750361619	0.468693397940675	0.768186953937869
EFL1	0.107574682295044	4.75946684705912	0.525014891923718	0.468710276152131	0.768186953937869
NEB	0.113681190331158	4.52969645128401	0.524641778467469	0.468868319902036	0.768321547782947
MCAT	0.0844446122568799	4.94878958015484	0.524616203901019	0.468879155938678	0.768321547782947
EXOC4	0.0464893214368141	6.17759119578906	0.524375869729852	0.468981006076539	0.768359281838934
SUPT3H	-0.108807445395996	4.69450176221466	0.524357139620633	0.468988945119733	0.768359281838934
VCAN	-0.0303093824590655	8.02662947896548	0.523839923325113	0.469208260587655	0.768444510777746
PIWIL2	-0.0869841172815448	4.94499450419263	0.523831361324937	0.469211892524695	0.768444510777746
SLCO2A1	0.133421863553869	4.14140068158943	0.523703030723141	0.469266334835302	0.768444510777746
TRIM5	0.0456046394803093	6.26786807844964	0.523608621466622	0.469306393019227	0.768444510777746
ASCC3	-0.0613282270656264	5.5937149742143	0.523597702445954	0.469311026353585	0.768444510777746
TMSB4Y	0.125522088151862	4.5297532883901	0.523374650535743	0.469405691438413	0.768444510777746
ADORA2B	-0.121876816943712	4.4390323141802	0.523372426026867	0.469406635693229	0.768444510777746
RPS6KA6	0.0330882086849901	7.76592717572163	0.523148303505877	0.469501786418718	0.768444510777746
ASAH1	-0.0335402818403632	7.67946116006326	0.523097765925968	0.469523246327	0.768444510777746
DOCK4	0.0978331592557626	4.76200792491176	0.523077537727147	0.46953183632386	0.768444510777746
FN3K	0.088946939790814	4.88460157319073	0.523058551678673	0.469539899066064	0.768444510777746
SUGCT	-0.127120937305933	4.4057794923228	0.522993802383382	0.469567397610625	0.768444510777746
ST20	0.11815822120235	4.55624503342563	0.522722665401943	0.469682575636121	0.768444510777746
TTC22	-0.105526986033546	4.60143049749892	0.522721298718864	0.469683156313443	0.768444510777746
ZNF385A	0.0913699223778485	5.01589355870579	0.522646516846578	0.469714931453046	0.768444510777746
RPL23	-0.0506407343283157	10.8597151216586	0.522598971679656	0.469735135399202	0.768444510777746
COPA	-0.0368802006073062	6.5795067762127	0.522271896962991	0.469874161173162	0.768575833162418
SLC25A21	-0.117579039717693	4.52121576394026	0.522205960337374	0.469902196099584	0.768575833162418
PPM1G	-0.038087513957147	7.02913042471568	0.521554630031005	0.470179273475967	0.768900144652106
XPNPEP3	-0.0356359438737424	6.78066652602247	0.521310790354619	0.470283071152763	0.768900144652106
TIMM29	0.0685680884751684	5.37144950907374	0.521199970949738	0.4703302569652	0.768900144652106
UBE2K	-0.0628250176430373	5.35082960622067	0.521183987721543	0.470337063096197	0.768900144652106
SLAMF9	-0.0901485486101234	4.1267817601227	0.521145944346884	0.470353263728267	0.768900144652106
DDB2	0.0416219165859666	6.80118860226626	0.521127906169795	0.470360945534416	0.768900144652106
NAA35	0.0581977269101625	5.87903014240335	0.520997770454812	0.470416371614051	0.768919783502037
AC022826.2	-0.148159543207054	4.15577729486006	0.520776891757919	0.470510470126207	0.769002624976965
STX10	-0.0532327706843509	6.03915054366937	0.520606695884851	0.470582997497987	0.769023662786142
RFTN1	0.0739787414849558	6.71475432816326	0.520542922750053	0.470610178463132	0.769023662786142
ZNF738	0.0570204846393398	5.68837092874254	0.520283518100484	0.470720766302098	0.769133414459664
ZSCAN16	-0.0912188148141533	4.90354384191192	0.519798985026	0.470927441846348	0.769341634464381
LYSMD2	-0.1404202900855	4.30851805799117	0.519781102611319	0.470935072316103	0.769341634464381
AC091551.1	-0.153033568611852	4.20307442124623	0.519614027959108	0.471006373115669	0.769387151215044
SDF4	-0.0464431132112505	6.29425631736576	0.519129835892727	0.471213105413585	0.76965386601673
ITPR2	-0.0625795547112899	6.23977287717433	0.518948536526239	0.471290551299819	0.769709381707921
LIAS	0.0408265213832655	6.60664285640432	0.518645166881015	0.471420188076841	0.769810836636277
TGFBR3	0.082611953068649	4.94040608132354	0.518599758274547	0.471439597165408	0.769810836636277
HRASLS2	-0.169001179755461	4.22039173245482	0.518185706054112	0.471616635857559	0.770028931997518
TAF6	0.0644783740990267	5.44994913304575	0.517865235844056	0.471753734886718	0.770181781944285
CRELD2	-0.0502070445314369	6.16343859683095	0.517038462299979	0.472107730983745	0.770589562530225
SLC9A5	0.155930420513155	4.14149858296914	0.517001678124558	0.472123490682366	0.770589562530225
GTF2IRD2	0.0488615046049244	6.31437206074017	0.516977080663764	0.472134029617096	0.770589562530225
TMEM135	-0.111874083558763	4.65236946745372	0.516843582584102	0.472191234332197	0.770611917671783
ITPRIPL1	-0.0769276413720999	5.09852070030682	0.516348422358874	0.472403511320925	0.770647962762852
LAMA2	-0.121003209224341	4.13245034275596	0.516303170641223	0.472422918593281	0.770647962762852
PROCR	-0.109881949250506	4.59393747579634	0.516278131989452	0.472433657567135	0.770647962762852
LRRC52	-0.120537988997174	4.13205631476693	0.516238017189124	0.472450863461633	0.770647962762852
LGI4	-0.120513998511461	4.1321330737323	0.516164087293149	0.472482575859702	0.770647962762852
NIPAL2	-0.100581597486096	4.66030545046921	0.516095119323268	0.472512162932794	0.770647962762852
PFDN6	-0.12377254905485	4.41571731590602	0.516019174798544	0.472544746396614	0.770647962762852
KCND1	-0.120901071949547	4.13260178077342	0.515968771036114	0.472566373783034	0.770647962762852
SLC23A1	-0.120788795624799	4.13260770188139	0.515872333110195	0.472607758099762	0.770647962762852
EFCAB7	0.0770066087244279	5.11315735256611	0.515777591353299	0.472648420251403	0.770647962762852
POM121C	-0.0610066945774405	5.58874461694717	0.51546712256129	0.472781709826252	0.770754278248711
CACNA1C	-0.112364263350307	4.72759842721395	0.515413328492969	0.47280481072514	0.770754278248711
LY6E	-0.128879330295594	4.49193377599487	0.515122329401265	0.47292980675068	0.770754278248711
CYGB	-0.120259097933436	4.13263003858533	0.515032904680709	0.472968229075199	0.770754278248711
TP53TG5	-0.120063559835719	4.1325784519074	0.51493389917232	0.473010773786793	0.770754278248711
ZSWIM7	0.0450693360762008	6.36262959846673	0.514921565128247	0.473016074414281	0.770754278248711
ZNF248	0.0926719265333681	4.81941016619233	0.514901485514258	0.473024703951418	0.770754278248711
EBAG9	-0.0863714586348528	4.98051876038445	0.514737769036799	0.473095073254508	0.770754278248711
MARCH2	0.0510539958963398	6.33193676247946	0.514683034716313	0.473118603170717	0.770754278248711
STEAP4	0.0632684106511418	5.46882055261879	0.514582003447856	0.47316204081134	0.770754278248711
OR51A4	0.155309886481256	4.1648725500515	0.514418888907386	0.473232184324603	0.770754278248711
SLC6A5	0.142120585091877	4.15303834072514	0.51437393016154	0.473251520720459	0.770754278248711
NKAIN1	0.153438608653925	4.21154591454491	0.514220369905985	0.473317575405747	0.770754278248711
ZCWPW1	0.083200595188772	4.95419347413993	0.514208113871916	0.47332284804151	0.770754278248711
VHL	-0.0488983755957547	6.06112119604109	0.514009047161665	0.473408501326188	0.770822887983952
WDTC1	0.0967783304318878	4.75944721638695	0.513095237920368	0.473802012410052	0.771392705561802
TBCD	-0.0661159504867833	5.30180756858743	0.512699985628956	0.473972383081104	0.771563736009573
LLGL2	0.0993019095109554	4.73383752934294	0.512649421894309	0.47399418538393	0.771563736009573
KSR2	0.0392067270339308	7.00920277604608	0.512482765040147	0.47406605676622	0.771579051751084
SUPT20H	-0.049573877472454	6.1640009581809	0.512425586492327	0.474090719298049	0.771579051751084
ADAMTS6	0.117218782890415	4.55931247966494	0.512260983745193	0.474161728182806	0.771623716425383
WFDC2	0.152959725930023	4.1647876436675	0.512029944651971	0.474261426516835	0.771715056175119
SNAPC2	-0.0961642871397142	4.73725183421378	0.511693395710893	0.474406715488026	0.771813953109169
ATG4B	0.0588017154906178	6.01623929064051	0.51168728152885	0.4744093556628	0.771813953109169
MTFR2	-0.147993900310401	4.23498065755891	0.511187082579397	0.474625428182963	0.771888996143296
MED22	-0.0742406962008864	5.14517113310738	0.511160023103969	0.47463712170462	0.771888996143296
CDKN2AIP	0.117449400608584	4.48446612052029	0.511042465793935	0.474687928524529	0.771888996143296
GNAI1	0.103218463663374	4.71417806134481	0.511022127331046	0.474696719453399	0.771888996143296
F8A1	0.106825161191094	4.68374271026855	0.511000133590471	0.47470622614328	0.771888996143296
SP9	0.127747800952034	4.50557681672734	0.510975296502181	0.474716962228372	0.771888996143296
PPCS	0.081493596553969	5.01492907300337	0.510821066413541	0.474783638585928	0.771926547331922
ANO10	-0.0867014904757272	4.85835168908644	0.510550170478666	0.474900788445495	0.772046146392529
SLC6A15	-0.112382299850017	4.5078081424296	0.510059757410261	0.475112988703166	0.772320232737746
EXOG	0.0644876358526103	5.29758762274895	0.509624258028396	0.475301557152499	0.772486679120085
GDPD2	0.0594576764158575	7.48184270334396	0.509621827167052	0.475302610041254	0.772486679120085
GNPTG	0.037767363145097	6.65542912525095	0.508935070514269	0.475600219628099	0.772892397639079
GPC2	0.091275863714055	4.92139055864095	0.50884443988042	0.475639517517274	0.772892397639079
RNF216	-0.0479263507923282	5.97216591887978	0.508173908916831	0.475930427199701	0.773294168109449
CFHR1	0.128918775259784	4.42473086029778	0.508014203338632	0.47599975810539	0.773305909950997
ZNF30	0.123951047704828	4.47988735165208	0.507956127671775	0.476024973814122	0.773305909950997
CD276	-0.0790850704685115	5.20056963250218	0.507572946372875	0.476191400716858	0.773505327356657
G2E3	0.0694844806672631	5.32650604994047	0.507429091671213	0.476253905495674	0.773535916931625
ARL15	-0.10410708095781	4.69820789633503	0.506739773903348	0.476553599082796	0.773951709788602
PLA2G12A	0.0317525777882429	7.16330685164974	0.506425107734458	0.47669050810867	0.774103078721991
WDR61	-0.0390731236234019	6.78730338531816	0.506223902004649	0.476778084888118	0.774174316055955
VRTN	-0.165263059329553	4.21190739699223	0.506001366461447	0.476874976215136	0.774260663555092
CLDN12	0.0775829268901322	5.05163399871892	0.505899856935969	0.476919183823703	0.774261465067409
GUCY1A2	0.14692567097247	4.26529724453043	0.505624870532586	0.477038974532979	0.77438496168345
GSDMC	0.12509087326334	4.41567447141802	0.505437957153788	0.477120426510172	0.774446205493783
ABCC11	0.154984452246541	4.26289723402552	0.505176571668301	0.477234369520642	0.774493495067287
MMP24	0.0921158498797432	4.83749220661925	0.505170504727005	0.477237014745052	0.774493495067287
NAP1L5	-0.111638469567122	4.56847315901521	0.505019806886366	0.477302727621153	0.774529171930909
DBNDD1	0.0944418801970459	4.85538658024735	0.504724184317297	0.477431678841805	0.774605145633787
COA5	0.049521519132259	6.61720036952092	0.504649244790016	0.477464376658259	0.774605145633787
SCGB2B2	-0.150337271243126	4.21261532039176	0.504420041808658	0.477564405797227	0.774605145633787
PIK3AP1	0.148849497389221	4.25117559847762	0.504363453215944	0.47758910754582	0.774605145633787
DCHS2	0.148842042817577	4.25074346579671	0.504332256619932	0.477602726207799	0.774605145633787
CBLN3	0.127530105893356	4.14175499598146	0.504188244375257	0.477665601989482	0.774605145633787
STIL	-0.0740477553092309	5.03987596931528	0.504188221762433	0.477665611863307	0.774605145633787
TENT4A	0.109388223079947	4.56597338124669	0.503981744740429	0.477755783354867	0.774605145633787
C10orf55	0.15024806135225	4.21460593973448	0.503969957615595	0.477760931800367	0.774605145633787
ATP2B4	0.0497422992174158	6.50665636836129	0.503760678659319	0.47785235689807	0.774605145633787
SLC16A6	-0.119922498197489	4.47009402148706	0.50358889384114	0.477927423741143	0.774605145633787
DDX20	-0.100646291098364	4.77417306559854	0.503505853246168	0.47796371787429	0.774605145633787
TAPT1	-0.0830792062731286	4.91387978849854	0.503491816326061	0.477969853364623	0.774605145633787
PHLPP2	-0.0633962456455376	5.33519441904197	0.503436784509006	0.477993908826194	0.774605145633787
EIF4E3	0.0916298576456231	4.76596338906586	0.503326849302937	0.478041969530057	0.774605145633787
ZNF835	-0.0705310167527778	5.19039682649121	0.503293316178144	0.478056630877304	0.774605145633787
SPACA6	0.0712053913769701	5.23426183587405	0.503134190994047	0.478126213574235	0.774605145633787
AP001931.1	0.0625035881871501	5.52764904451838	0.503110106655356	0.478136746681018	0.774605145633787
NPIPB4	-0.054297246262938	6.08355199268827	0.502541911376625	0.478385352656861	0.774790607012156
OGDH	-0.0681335424229601	5.2038076714605	0.502525371537047	0.478392592597326	0.774790607012156
KCTD6	-0.0557262479521489	5.53838274480017	0.502482740815879	0.478411254056123	0.774790607012156
TBCEL	-0.112207764051811	4.54353110474562	0.502434190173176	0.478432508389881	0.774790607012156
FAM193B	-0.0663227812543993	5.34999595722559	0.502348684225296	0.478469944641992	0.774790607012156
SLC22A9	0.0753096756836494	5.04095930127349	0.502051992776614	0.47859987935252	0.774912906228257
USP49	-0.061613740766378	5.37559097365776	0.501976451195787	0.478632971665376	0.774912906228257
TP53I3	0.0606917377232421	6.25569851839329	0.501635546822968	0.478782357333592	0.775044169866515
CILP	0.148562174698364	4.22366343017401	0.501591728360182	0.478801564288585	0.775044169866515
POLE	-0.0653935602871174	5.47050104083758	0.501461575344536	0.478858621713191	0.775065695676143
ANK3	0.0689897392130693	5.39315846857558	0.501324820881337	0.47891858510737	0.775091920634297
RDH16	-0.125770128123834	4.38825868347197	0.500467684727028	0.479294697640574	0.775629756474176
FGF22	0.106806743470695	4.56648089070274	0.499756215667219	0.479607258488829	0.775950263226719
SCYL2	-0.0768002898559973	5.09492001941452	0.499629761791709	0.479662846819116	0.775950263226719
UCK1	0.0686888509733421	5.3753583711453	0.499623944928373	0.479665404129531	0.775950263226719
AKR1B1	-0.033497761318931	7.30155542163922	0.499618064028539	0.479667989615478	0.775950263226719
RELL1	-0.151382602789241	4.28555380775949	0.499280499925646	0.479816434966602	0.776104689285564
AL049844.1	-0.156374969526003	4.19723088299249	0.499142008073221	0.479877359156267	0.776104689285564
VOPP1	-0.0629573769693858	5.42282392098433	0.499102128533991	0.479894904982808	0.776104689285564
TAF8	0.0402384037614966	6.35336619883888	0.498884416267401	0.479990710520183	0.776188757850222
MTERF1	0.0895075249540273	4.91270411445474	0.498726690290084	0.480060138320423	0.776230159752724
SORL1	0.0624716747436223	5.81682498043289	0.498364888020603	0.48021945857579	0.776330685447914
RDH14	-0.11899367395663	4.53755474171336	0.498226085165413	0.480280603653343	0.776330685447914
NLGN3	0.0738257823986798	5.3064398570209	0.497935709095827	0.480408560656335	0.776330685447914
PEX13	-0.0632334793020053	5.47890409761276	0.497930267408094	0.480410959121737	0.776330685447914
CLASP1	-0.0619612319770494	5.58341566589406	0.497922939031127	0.48041418919084	0.776330685447914
RPS6KA2	0.107566455577085	4.64246946399395	0.49784819706025	0.480447134634895	0.776330685447914
OR1D2	-0.105812273611455	4.56496026525066	0.497796448407883	0.480469947045671	0.776330685447914
ESRRA	-0.0465917043426223	6.0976784058211	0.497789625986286	0.480472954713191	0.776330685447914
CUX1	0.04690696989039	6.18740458096877	0.497683001199164	0.480519964308567	0.776335152105227
CNOT6L	-0.0784266475957259	5.06882032160209	0.497532654406712	0.480586263230428	0.776335152105227
GK	0.098132081207561	4.74406348581114	0.497485155225661	0.480607212219615	0.776335152105227
PSKH1	0.096796313215479	4.76649019008169	0.496959504839197	0.480839144557663	0.776589102857489
ZCCHC4	0.0702403413550859	5.15424512854556	0.496881802308167	0.480873444766082	0.776589102857489
ZNF41	-0.151583136439336	4.24911547596884	0.496830797319916	0.480895962067578	0.776589102857489
NOD1	-0.126409980618161	4.37724433538866	0.49631630493775	0.481123193113009	0.776822614224804
HDGFL3	-0.0395822831472729	6.42867814623011	0.49630479407756	0.481128279022476	0.776822614224804
NAT16	-0.153346840348635	4.21849474214842	0.496071873418714	0.481231210659005	0.776917984066383
ECT2	-0.069657850479735	5.29455326139249	0.495914051787338	0.481300975295455	0.776918419484909
SIM2	0.0985507897622848	4.77054612389036	0.495846317711937	0.481330922058203	0.776918419484909
OXNAD1	-0.107166583975268	4.63787460192547	0.495699165878591	0.481395991748436	0.776918419484909
USP48	-0.0596144538375333	5.63454076795417	0.495674418776787	0.4814069361928	0.776918419484909
FBXO24	-0.11291432152654	4.48849168733997	0.495456888617809	0.481503156830943	0.776946175404132
TEX9	0.0524219621316731	6.32433711301013	0.495437203352139	0.481511865820413	0.776946175404132
PRLHR	-0.0950168873403283	4.68331550682268	0.494976624365449	0.481715705175948	0.777182380773263
DLG2	-0.182593296475055	4.22378924790948	0.494908173619507	0.481746011659307	0.777182380773263
CASC4	0.0310546896868732	7.15369739294806	0.494398332785806	0.481971841681816	0.777399703666231
ARHGEF25	0.150297515532093	4.26644469084692	0.494364344295604	0.481986902805015	0.777399703666231
SERINC4	-0.126737034360958	4.37208309088316	0.494270290333304	0.482028584426795	0.777399703666231
MKRN3	-0.108001982844295	4.56094507698003	0.494207788554036	0.482056286436665	0.777399703666231
RPS29	-0.0517591101904092	11.2586735034912	0.493987106741486	0.482154117868373	0.777486683875148
ALAS1	-0.0441052712400194	6.15503357622953	0.493591875583775	0.482329411163729	0.777635365959763
CHMP3	-0.0292384019199355	7.28695052498694	0.493581236830948	0.482334131122062	0.777635365959763
SLC6A1	-0.149335762462887	4.29970483250879	0.493202539410845	0.482502192427972	0.777719102056275
BIVM-ERCC5	0.0739649518047496	5.18263698816883	0.493185593947089	0.482509714870395	0.777719102056275
ULK3	0.0817802370864408	5.07084440673033	0.492930019466939	0.482623193085182	0.777719102056275
HSF1	-0.0781402012234496	5.12910608032952	0.492806787004895	0.482677925510067	0.777719102056275
COL18A1	-0.0879648278879637	5.498022637254	0.492667307773331	0.482739886095804	0.777719102056275
EGLN2	-0.0642482887885815	5.43472501387739	0.492462972846738	0.482830681042422	0.777719102056275
DEPDC7	-0.14897466588216	4.21818862718883	0.492435082821459	0.482843075981139	0.777719102056275
OR2L3	-0.151135873703606	4.28790604852533	0.492217683180911	0.482939711107913	0.777719102056275
INTS9	0.0814998215699067	5.05510956921282	0.492132770443391	0.482977463853483	0.777719102056275
VPS25	-0.0314315573888724	7.70432585907141	0.492095086786321	0.482994219805128	0.777719102056275
NIPA2	-0.0736171570441919	5.12194959632665	0.492072713932203	0.483004168296262	0.777719102056275
SPIN2A	0.128111506708046	4.40340804764593	0.49205115435808	0.483013755467128	0.777719102056275
GEN1	-0.0715518996961712	5.11443068225005	0.492023439706713	0.483026080155078	0.777719102056275
GORASP2	0.0683264271731208	5.30444419647828	0.491990586784482	0.48304069049968	0.777719102056275
UTP6	-0.0369554344160379	6.64807094373077	0.491877123938764	0.483091155270242	0.777719102056275
C19orf66	0.0810171616905635	5.18189211520721	0.491817729667787	0.483117575470713	0.777719102056275
COX18	0.0541964802674908	5.67711929643915	0.491708139537252	0.483166330413446	0.777719102056275
ADGB	0.15508085870941	4.29282181756613	0.49168543122633	0.483176434001087	0.777719102056275
IFT140	0.0656342743137443	5.50458440080462	0.49127412999286	0.483359494138881	0.777828643934417
AKAP14	0.10210997471399	4.77966944181949	0.491159067618071	0.483410726049684	0.777828643934417
BORCS6	0.125221173759266	4.40116987979416	0.491085770843938	0.483443366351764	0.777828643934417
PRPH2	-0.144978218366823	4.16148386045198	0.491000457792978	0.483481362280953	0.777828643934417
IQCN	0.101083482359109	4.66112530368995	0.490975755371437	0.483492364933426	0.777828643934417
FAM171A1	0.0796401762746297	5.10264559938513	0.490906491130374	0.483523217971125	0.777828643934417
MARVELD3	0.0678482071785179	5.38393683377985	0.490816870084132	0.48356314355274	0.777828643934417
CSPG4	0.157901188758478	4.16482080059887	0.490743547600971	0.483595812274492	0.777828643934417
NRARP	-0.150322249443581	4.22179949580388	0.490166463007569	0.483853058514382	0.77813168986776
EFS	-0.1430274165931	4.16097226467746	0.490123792747255	0.483872088539042	0.77813168986776
SGMS2	0.159416409341361	4.23352445096398	0.489889658361193	0.483976529447812	0.778228986797971
SLC23A3	-0.113147402136225	4.4794966368142	0.489714494002214	0.484054689768404	0.778284011000179
SRPK3	0.115292287784857	4.54272644626046	0.488916598905973	0.484410983256163	0.778786179126183
MKRN2	0.0529004125558509	5.71380381855581	0.48860164612563	0.484551742001528	0.778826941264712
XRCC1	0.0589380720585495	5.71862952086298	0.488577413672886	0.484562574770819	0.778826941264712
DDX53	-0.146787913517763	4.22620520349306	0.488564712624083	0.484568252751645	0.778826941264712
MARC1	0.0789805636539151	5.02411117226648	0.488380523016019	0.484650606732908	0.778888625937145
NAPG	-0.0547059524187594	5.77674109684406	0.488208130430507	0.484727707029079	0.778941856913359
CBARP	0.100244959919427	4.64457982965691	0.487601322590876	0.484999255024056	0.779193572272945
FGF7	-0.124060113845439	4.4071943957648	0.487443456190249	0.485069941828765	0.779193572272945
KCNQ2	0.0429988716588908	6.36790298113926	0.487440511610544	0.485071260465688	0.779193572272945
CCDC138	-0.0759753704495965	5.16971955598181	0.487366790507394	0.485104276061905	0.779193572272945
MMAA	-0.0911412219209796	4.71904603173424	0.48717647047232	0.485189527030918	0.779193572272945
SIL1	0.0574576185931881	5.82214171385352	0.487127373110297	0.485211523466872	0.779193572272945
LURAP1	-0.126895512181714	4.37144874348253	0.486926653002683	0.485301466567081	0.779193572272945
SH2D3A	0.0668442166612841	5.4654091084633	0.486814495504689	0.485351736581967	0.779193572272945
DAXX	-0.0775668252484235	5.11777133248396	0.486756247333858	0.485377847341082	0.779193572272945
CPOX	-0.113248915025008	4.47589413863845	0.486726882798166	0.485391011387321	0.779193572272945
CHGA	-0.142425058746511	4.16130456346838	0.486672438598504	0.485415420144884	0.779193572272945
ANKAR	-0.148267673612739	4.20757182477911	0.486650170863044	0.485425403937505	0.779193572272945
UHRF1BP1	-0.0791900667807626	5.10976109177487	0.486581380720281	0.485456248308037	0.779193572272945
TMEM147	-0.0445300037172146	6.78004638366945	0.486376045239524	0.485548336646592	0.779270762838387
ZNF148	0.0624398778878027	5.41050799237545	0.486165610469129	0.485642741884931	0.779324980538038
RRNAD1	0.0671074740935335	5.36156628078215	0.486104599522378	0.485670118291489	0.779324980538038
DOK3	-0.150561453167861	4.1927308276274	0.485857742509182	0.485780912318715	0.77938837340724
MOBP	0.0842584831866461	4.92432921784762	0.485820499911711	0.485797631121044	0.77938837340724
GNB5	-0.0272376668358977	7.52622304397537	0.48567223836551	0.485864197560417	0.779424569077991
BRK1	-0.0321035803585015	8.68097903889741	0.485291067005505	0.486035405116122	0.779619301527194
NPIPA1	0.0652162231917864	5.52811945953297	0.48509544320342	0.486123310608379	0.779619301527194
ARSG	0.064297078460727	5.436019789053	0.48508213442193	0.486129291997406	0.779619301527194
DNAH6	0.0918959167787422	4.8166070989655	0.485010136438348	0.486161652290416	0.779619301527194
CDS1	0.151504481037452	4.32091270048058	0.484745593910702	0.486280584503486	0.779739427188643
FAM184A	-0.0827490223882219	5.21713830338244	0.484317819779335	0.486473003867366	0.779891690402968
ALG11	-0.0426609996326236	6.13605796695439	0.484263149431627	0.486497604517894	0.779891690402968
C9orf16	0.0507078448798452	5.87121968885355	0.484100367497319	0.486570865599828	0.779891690402968
AS3MT	0.0620316279084442	5.36260681765009	0.484094912539831	0.486573320955928	0.779891690402968
MRAP2	-0.144233012516839	4.32361330549192	0.484045192052633	0.486595701820416	0.779891690402968
LRRC19	0.0958816805737553	4.6697835614701	0.483558757885362	0.486814752232668	0.780172176216523
GTPBP8	-0.0536864509790243	5.71316286503232	0.483025647371505	0.487055009688593	0.780298824940251
OR10K1	-0.0994432586487211	4.61298807331051	0.482956448629523	0.48708620997288	0.780298824940251
C9orf84	-0.163938026137884	4.24672704924081	0.482752544838462	0.487178165260634	0.780298824940251
MOB3A	0.0647758372906988	5.42354410719597	0.482747117932945	0.487180613046749	0.780298824940251
SLC6A20	-0.105445739216455	4.54971430838189	0.482731350186327	0.487187725147609	0.780298824940251
WASHC5	-0.084537679379129	4.85665940278984	0.482541627945864	0.487273313576622	0.780298824940251
GGT2	0.117775767944253	4.13461016792796	0.482401195676516	0.487336682138782	0.780298824940251
LILRA5	0.142797372091515	4.15296253095637	0.482035242963775	0.487501878654953	0.780298824940251
GRK5	-0.107830518416763	4.62098224801673	0.482012707520994	0.48751205452765	0.780298824940251
AL365273.2	0.1167473902548	4.13379811290535	0.481770443256863	0.487621471157696	0.780298824940251
LRFN5	0.116755327922953	4.13420168162849	0.481711207100858	0.487648230874756	0.780298824940251
PODXL2	0.092800592546024	4.87636956959666	0.481697955231652	0.487654217691954	0.780298824940251
POU3F1	0.116769183080151	4.13425411474054	0.481643889480807	0.487678644323312	0.780298824940251
PGA3	-0.129346581601149	4.34721881080221	0.481643588130282	0.48767878047764	0.780298824940251
MSMP	0.116770618961782	4.13420726183525	0.481628476908043	0.487685608017399	0.780298824940251
GOLGA7B	-0.146709365182243	4.19409867926669	0.481584161881557	0.487705631310622	0.780298824940251
AC105052.3	0.0492931677438989	5.96895956737296	0.481479225714565	0.487753051091858	0.780298824940251
OR6C6	0.140485705729966	4.28661764841391	0.48142116690974	0.487779290672603	0.780298824940251
TRARG1	0.116737250192319	4.13439843349314	0.481358224439219	0.487807740066095	0.780298824940251
EVI2B	0.116666191351724	4.13436475269276	0.481341190737439	0.487815439609796	0.780298824940251
NOL4L	0.0434632953315387	6.19164022791754	0.481333469043307	0.487818930022776	0.780298824940251
APBB1IP	0.116418093254333	4.13458660277421	0.480762272679044	0.488077241177411	0.780641511263708
VAMP8	-0.130908724640262	4.3742640284674	0.48045703954125	0.488215369407772	0.780693547706782
ACMSD	-0.141884100131569	4.15538498039646	0.480331920462191	0.488272008758472	0.780693547706782
MFSD13A	0.0580822944352992	5.65119577263871	0.480321215816332	0.488276855082817	0.780693547706782
PAK2	0.0509586424955067	5.88333449568169	0.480300831100692	0.488286084095287	0.780693547706782
KRT26	0.116248271095213	4.134940339222	0.479870139487517	0.488481143982806	0.78093492393027
PLCXD1	-0.0427666643433205	6.27423203612677	0.479543887387933	0.488628989547837	0.781001603568166
AK3	0.048848562730153	5.98055078464113	0.47947504991032	0.488660193691063	0.781001603568166
OTUD5	0.0691826121337165	5.21631202791219	0.479403237289091	0.488692750003954	0.781001603568166
