genes	logFC	logCPM	LR	PValue	FDR
BTBD17	-0.304212229423248	4.75259382456276	3.76932733268598	0.0522006216055542	0.151306283357608
RNMT	-0.165534973878981	5.56460946257032	3.76922731697317	0.0522037430893372	0.151306283357608
PLXNA3	0.128243358251876	6.24737657868011	3.76679449495799	0.0522797321720397	0.151501736948817
ZNF662	0.176216896055462	5.35532172410211	3.76624562062477	0.0522968924141104	0.151526674045268
REEP3	0.115251511655556	6.69520417969766	3.7654939633353	0.0523204022208351	0.151569997405206
C17orf53	0.409780444531469	4.27185953452554	3.76500026593578	0.0523358498253685	0.151573265747963
KLHL33	0.289855539037093	4.5859158572436	3.76491092649974	0.0523386457381743	0.151573265747963
NPHP3	0.148314934822444	5.86051121626224	3.76336722004123	0.0523869816105236	0.151688445036062
MMP11	0.422716089407706	4.28280743029635	3.76154899214356	0.0524439737782005	0.151828647198347
RNF6	-0.217533638860172	5.02625623224939	3.75779219899408	0.052561938043143	0.152145292796233
SDK2	0.317177877302655	4.50910143769667	3.75615901538481	0.0526133079791184	0.152269103092507
FAM110A	0.345690993543643	4.40979812557779	3.75564050417296	0.0526296282721767	0.152291451716516
COPS7A	-0.137520077424365	5.89543757406774	3.75377180001169	0.0526884907564544	0.152436874922953
TNPO2	0.0964114457568123	6.94909173378477	3.75291969129574	0.0527153545363286	0.152489104383388
CEMIP	-0.425459484931513	4.17637494165085	3.75265309940099	0.0527237621524317	0.152489104383388
MSMO1	-0.101177468329698	8.27816528119014	3.75218351552735	0.0527385750607942	0.152507043506414
ARMC5	0.275670740613095	4.68479468084173	3.75105999956645	0.0527740339793053	0.152584670232036
ORMDL1	-0.122273745382262	6.30947018848525	3.75030251850649	0.0527979548334097	0.152628917253036
AHSA1	-0.117076276863398	6.30533596018739	3.74901983801306	0.0528384873880152	0.152721163285986
CLDN11	0.196958653236799	5.13118969081419	3.74846404547554	0.0528560605955224	0.152747029738602
TMEM25	0.183922920752767	5.29071256257396	3.74812878846637	0.0528666638392422	0.152752748763566
EIF4G1	-0.117183332531696	6.372720767861	3.74389984395611	0.0530006070805031	0.153114785941913
ADPRM	-0.250256109009494	4.7867894173219	3.74322986029011	0.0530218604026328	0.153143246507166
CRTC3	0.198740326417329	5.08832348960517	3.74304420799928	0.053027751288869	0.153143246507166
JPH2	0.454536498851395	4.24871817663433	3.74129022246927	0.0530834407756516	0.153279084287307
FAM153A	0.281020905893544	4.66981276229668	3.74088784071375	0.0530962252290636	0.153282298933076
NPC1L1	0.343460840283221	4.42960140236238	3.74071044829992	0.053101862367511	0.153282298933076
EMC8	0.16015231200246	5.67712607865703	3.7378962676446	0.0531913756214862	0.15350147823145
ESS2	0.220025418960489	4.99447289877993	3.73777846711482	0.0531951260944354	0.15350147823145
TMEM209	0.149057370171185	5.8793553221257	3.7369076649951	0.0532228589334986	0.153556487608752
LRRC8A	0.165969533054339	5.85569795159606	3.73556553456086	0.0532656323706427	0.153654866538896
PLCL2	0.412291911149978	4.18784477672119	3.73391769585305	0.0533181984600873	0.153781457600565
ZNF428	0.156899341647186	5.7088819852372	3.73290376984954	0.0533505700186469	0.153849771437687
TCAF2	0.228361691966552	4.92078822583651	3.73090420891339	0.0534144709010487	0.154008970958713
ITGA10	0.29416667444101	4.59366186448878	3.72881202271537	0.0534814186345285	0.154175374420054
NUDT17	0.329668873330004	4.44756969462056	3.72855674723229	0.0534895932594416	0.154175374420054
GPR12	0.325080800040765	4.46583445037099	3.72824831632477	0.0534994718330047	0.15417875774588
ZNF347	0.125780554164065	6.08193444686721	3.72776124956175	0.0535150757768642	0.154198637084727
DDX19B	-0.170906683264927	5.40388466177803	3.7241802018537	0.0536299483348985	0.154504496569246
GDI2	0.0877425981872614	8.19287322308232	3.72260930926416	0.0536804216856363	0.154608270288917
PARVB	0.190276602509415	5.15432327641279	3.72246924844853	0.0536849243330354	0.154608270288917
P2RX5-TAX1BP3	-0.111837666693393	6.34034239379128	3.72224431779864	0.053692156196202	0.154608270288917
FHL1	-0.120819360033326	7.56663542874887	3.72134925181342	0.0537209441564247	0.154666021277405
RPH3AL	0.294799547848092	4.56415105590734	3.72078177045699	0.0537392044980937	0.154693448735614
EPHA4	0.371395316697842	4.42910495827138	3.71998234478468	0.0537649394696166	0.154742380221945
PREX2	-0.201184378425442	5.30467387222022	3.71838747005626	0.053816320408501	0.154865096194211
ASPHD2	0.343194127303598	4.4384010643217	3.71786183457601	0.0538332658253882	0.154888694655503
ZNF99	0.229988301688337	4.93507712028306	3.717349791608	0.0538497784823796	0.154911040519719
HIST3H2A	-0.231912399364104	5.06675200170037	3.71572486394751	0.0539022156278846	0.155036707242789
UBE2E1	-0.219813991936976	5.27595862631064	3.71524475098187	0.0539177194394905	0.155056120589748
SHLD3	-0.346058402272061	4.45088096720923	3.71332829877406	0.0539796526104044	0.15520902711615
MB21D2	-0.383477111662998	4.26606690386946	3.71181289441114	0.0540286786481298	0.155313755722589
SLFN12L	-0.191773103544286	5.11235893333961	3.71166043710264	0.0540336135254399	0.155313755722589
MFAP5	0.249301841342062	4.75556163374697	3.71086866949224	0.0540592498633573	0.155362231637155
DLG2	-0.430984287633595	4.2238169536329	3.70925378231274	0.0541115776271768	0.155487388535457
USP30	0.260381156316611	4.70444934368147	3.70709162082977	0.0541817229603174	0.155663694577963
SNX19	0.221749872174598	5.01567301689637	3.7065118022357	0.0542005499448229	0.155685407180484
CDK15	0.407401569447924	4.18073074460082	3.70631751482651	0.0542068600994831	0.155685407180484
IFT172	-0.155910729275991	5.59055202353324	3.7032110376461	0.0543078594728336	0.155950195684635
EXOC1	-0.154537170197112	5.60925736316464	3.70281519756384	0.0543207435443944	0.155961907871343
PID1	-0.338760727054812	4.39600475042284	3.70065741238687	0.0543910335768281	0.156138409515848
HCLS1	0.341865879186905	4.14067250539529	3.69507955415882	0.0545731797771734	0.156635903453783
LSM4	-0.125268025717224	6.73917947495331	3.69382522126932	0.0546142292617563	0.156728326099194
POLR3D	-0.194620044838175	5.22300686526342	3.69264459733807	0.0546528964348317	0.15681388330694
DPYSL5	0.153615036203157	5.60052569887775	3.69211903253813	0.0546701187888818	0.156837891802506
ERCC5	-0.204613213041794	5.17681462613561	3.69138317122759	0.0546942420638457	0.156881686710095
CDCA3	-0.227794743958686	5.31864588388044	3.69053734490967	0.0547219841901484	0.156935845851022
PIM1	-0.401446710162409	4.42478822236088	3.68999693004082	0.0547397169824594	0.156961286578164
PCDHA9	0.220117651984025	5.02304209753451	3.68905929629693	0.0547704982882404	0.157024128468973
AKNAD1	-0.310100666536879	4.5066329744402	3.68808786097969	0.0548024086083369	0.157081338357632
ADSL	-0.100735229760064	7.14171312970312	3.6879119073584	0.0548081905516127	0.157081338357632
UBAC2	0.13031295662702	6.01817066677906	3.68661927087521	0.0548506872048177	0.157177701305894
RRAGA	0.122513864421351	6.23325435773128	3.68538038352881	0.0548914495861413	0.15726906422998
SRPK2	-0.12537817908808	6.03395882610938	3.68461240710786	0.0549167339844286	0.157316058924826
RGP1	0.231086888718929	4.85141206672579	3.68396565463087	0.0549380368548352	0.157316338523227
CAB39	0.154699072780121	5.50742570176073	3.68383725612318	0.0549422671142724	0.157316338523227
MYLIP	-0.346174572205784	4.42621941198673	3.68380052572894	0.0549434773094332	0.157316338523227
ACSS1	0.239585798368945	4.97177270380774	3.67762376819195	0.0551473919976241	0.157874673842237
TFR2	0.263324354911084	4.73530136364789	3.67680451167149	0.0551744985080632	0.157926748153655
VPS72	0.169054785578905	5.4567785025283	3.67611152835144	0.0551974380810749	0.157966880480207
IPO7	-0.146422045861911	5.93818475764672	3.67416513798076	0.0552619228353033	0.158125876778496
SAP130	-0.229518239571718	4.83810072592195	3.67323365047929	0.0552928116759983	0.158188706251863
CEP131	0.259575589604454	4.72640949113117	3.67142392498658	0.0553528759114575	0.158334970630448
PRR3	0.299714030956167	4.5699405761069	3.6708309241547	0.0553725724744925	0.158365736100147
GRM3	0.403250113611893	4.25220365151475	3.66986431964642	0.0554046942417422	0.158432022022883
SMIM18	0.376828172600565	4.15469312574034	3.66878014808205	0.0554407464575579	0.158509524012311
TRMT61A	0.27904713508938	4.78505973322602	3.66764964369895	0.0554783658864033	0.15859148104906
ANKRD1	0.184954975880117	5.23997951050314	3.6661553973438	0.0555281309818278	0.158708125859308
ZNF407	-0.298395518913352	4.52331027979996	3.66533055368245	0.0555556222474435	0.158713169349103
LTBR	0.219141977477191	4.99420515606045	3.66532980399921	0.0555556472402476	0.158713169349103
DNASE1L3	0.356158436833508	4.41841323080996	3.66503235237093	0.0555655645696968	0.158713169349103
SERTAD1	0.235772832102787	4.93778413294522	3.6650271313834	0.0555657386593151	0.158713169349103
FEZ2	0.0902166386334154	7.05009321570329	3.6610934138493	0.0556970698547192	0.159062641287776
MARF1	-0.217627103041488	4.94151849978132	3.65879204694755	0.0557740559619371	0.159256823988043
ARMCX6	-0.175296532136052	5.43206379306912	3.65768857323872	0.0558110097667225	0.159336654575788
FAM133B	-0.0816523826777888	7.00883578675511	3.65708137725034	0.0558313549950275	0.159369050712639
HEATR6	-0.174633056440662	5.42515784461537	3.65641285226366	0.0558537642646985	0.159407327208563
POU6F2	0.384950521049457	4.16118089314343	3.65441620791196	0.0559207495351316	0.159572791326929
CHGA	0.38497785561961	4.16129483596574	3.65348385618609	0.0559520581159364	0.159636413232839
AAAS	0.150492088438824	5.75980242236623	3.65292894342036	0.055970701038209	0.159640662090221
PKD1	0.180925436273636	5.48321589308689	3.65290297617128	0.0559715735987056	0.159640662090221
C2orf71	0.319856598069763	4.1324945078975	3.65189276387318	0.0560055303054849	0.159702075465149
AC087289.3	0.235758889821335	4.90202153349979	3.65172596967278	0.0560111389334636	0.159702075465149
ZNF233	0.227804283912458	4.91842033005107	3.6502345248112	0.0560613168074794	0.159819417880907
PLPPR1	0.384738951874621	4.16168514093396	3.64773569948568	0.0561454937058939	0.160032913318342
TERB2	0.385029323703985	4.16150906210986	3.64719472555444	0.056163734923285	0.160032913318342
TOR2A	0.398239253578092	4.26107802965445	3.64694975872709	0.0561719970810952	0.160032913318342
LMNB2	0.258805024745689	4.85515080227284	3.64693936458957	0.0561723476795469	0.160032913318342
ARHGEF18	0.234157225285736	4.87048814448309	3.646434459825	0.0561893811168399	0.16005569609866
ZNF66	0.372021803535216	4.33763533541915	3.64606608602992	0.0562018120110736	0.160065363296372
NABP2	0.141018674565505	5.88005943432107	3.64486874256727	0.0562422369175093	0.16015474281076
AC018512.1	-0.409466652454754	4.21520995095709	3.64437787455779	0.0562588185993271	0.160176208813902
SYN2	0.463759572289511	4.27511915861138	3.6429054066584	0.0563085901717255	0.160256045392608
ZNF25	-0.270210249665678	4.60200586737322	3.64279537649958	0.0563123112278992	0.160256045392608
C1RL	-0.275009032266546	4.60557880973412	3.64252489230137	0.0563214597099562	0.160256045392608
SPICE1	-0.197120978212591	5.16527053135105	3.64247784351267	0.0563230511838856	0.160256045392608
KLHL26	0.201821662671512	5.14863749868051	3.64188747456262	0.056343025080613	0.16026682864441
SPATA31A7	0.356975561608606	4.36264862640146	3.64183094582285	0.0563449380063654	0.16026682864441
CBWD1	-0.0935683343344254	7.29762814875628	3.63977951275575	0.0564144049062176	0.16043865441537
GALC	0.222765397585666	4.93581746694027	3.63780073296414	0.0564814976919737	0.160603674284835
DACH1	0.393869874310823	4.3170567224891	3.63702126179197	0.05650794979336	0.160640745854221
PIN1	0.106565200320784	6.76657053437417	3.63688208388362	0.0565126743121979	0.160640745854221
C16orf58	0.23818827649327	4.93131328207176	3.63582725667385	0.0565484949980887	0.160716775257726
TVP23B	-0.157237691914382	5.62284173184993	3.63552991214556	0.0565585968198856	0.160719696273675
ANXA6	-0.110046322978496	6.89480621640852	3.63431877987864	0.0565997629622286	0.160810876096727
C1QTNF3-AMACR	-0.324921779172652	4.40579711666707	3.63395273801103	0.0566122109084279	0.16082044580755
PAK3	0.163952849083727	5.5542135618102	3.63277104911384	0.0566524163089631	0.160908851453553
KIF24	0.248291194364202	4.78928812626658	3.63040247234926	0.0567330952739473	0.161112166665409
SPATA6	-0.191214269025139	5.28032594203469	3.62895590238492	0.0567824286213376	0.161226414835064
CNGB3	-0.341424739475882	4.13955784173621	3.62677855095808	0.0568567701664665	0.161386379538024
PCDHB6	-0.341423426219488	4.13857703822353	3.62677211447341	0.0568569900811466	0.161386379538024
PSMC2	-0.100507121003256	7.10813778465107	3.62497840529431	0.0569183107501129	0.16153454895145
RGS2	-0.351179083466988	4.85852925548428	3.62276769839588	0.0569939837148346	0.161723396276378
SUSD1	0.357786791648018	4.36341137716273	3.6222381614653	0.0570121257261109	0.161748962175377
PEAK3	0.267399128199249	4.71221392562179	3.62104339961496	0.0570530809623159	0.161839232864276
MAP1LC3B	-0.117739988836377	6.7259083194718	3.620028582565	0.0570878924027159	0.161912049677647
UBE2M	-0.242463523173917	4.82149796635855	3.61963857037648	0.057101277054308	0.161924082482533
NCR3LG1	-0.381619570952933	4.25507061139016	3.61902775053619	0.0571222461988406	0.161957615603308
GNB1	0.0939614022015247	7.32464883703239	3.61807576589644	0.0571549436642659	0.162024385752477
FAM221B	0.291905068199434	4.55655865593162	3.61648006791762	0.057209795090357	0.162141510302215
UBFD1	0.162249613772892	5.55522692671573	3.61634127670044	0.0572145686195148	0.162141510302215
PANK4	0.244064986313467	4.85225303897278	3.61229956717597	0.0573537631793551	0.162509974953245
NUP210L	-0.389711757581433	4.17093505899042	3.61151282631729	0.0573808999447213	0.162560860495986
COQ6	-0.131639955532377	5.77916046437237	3.61100746237901	0.0573983384698745	0.162584258912269
CD320	-0.16256740277789	6.00101289369211	3.61047018506412	0.0574168843975145	0.162610786128682
PRPF38B	0.124647228796757	6.22384859366609	3.60943674928347	0.0574525747906014	0.162685852068926
IL19	0.350453802601151	4.39333841856959	3.60761272384252	0.0575156262219844	0.162832157480611
CDS2	0.0970221599966725	6.83395498408751	3.60741026296841	0.057522629254527	0.162832157480611
RAD17	-0.17599530359038	5.25581561732831	3.60659880030397	0.0575507064798758	0.162885604533647
MAPK3	0.188028477680718	5.24489527728415	3.60502312504798	0.0576052676180762	0.162997087428652
N4BP2L2	-0.0854961626690738	7.65494576307913	3.60479664733208	0.0576131144093513	0.162997087428652
NIT1	0.136174268688161	5.73618153834739	3.60466421005981	0.0576177034999318	0.162997087428652
ADAMTS10	0.304638210985974	4.55603617352638	3.60298638525092	0.0576758755159805	0.163135596796398
PANK2	-0.17318392032666	5.39890258482188	3.60263833209717	0.0576879507082561	0.163143698378514
AKAP5	0.210665835236193	4.99616172735619	3.60207218998721	0.0577075979121209	0.163173207889445
CORO2A	0.208509211372575	5.03358642733465	3.59714789780634	0.0578787889238407	0.163631142764416
B4GALNT2	-0.257014841552899	4.71838166692596	3.59369131052426	0.0579992779382851	0.163945612965673
MRGBP	0.241619058913174	4.79663855478215	3.59332959775048	0.0580119018391721	0.163955130904008
LAMC2	0.298187489474091	4.61161942650827	3.58974118853473	0.0581372967920921	0.16428331218595
MEN1	0.18528011541894	5.26418313285762	3.587465687134	0.058216962082773	0.16448218733611
AC005324.4	-0.302880324363219	4.52470266655805	3.58577395980484	0.0582762646074553	0.164623476671012
ZFHX3	0.127323405388501	6.15078029140634	3.5843224554003	0.0583271974147358	0.164741081264519
C1orf162	0.508100019671478	4.18487602204545	3.58361394947545	0.0583520758278704	0.164785071279216
KANK2	0.156070034502521	5.6191297654735	3.58256445942595	0.0583889482489674	0.164862912702967
OR2A42	0.408703452974426	4.23518494876233	3.58068257581436	0.0584551277095909	0.165023465411583
PCDHB1	0.165416508466287	5.41811082449315	3.58018605723566	0.0584726018685726	0.165046489927675
LRP12	0.149523161179197	5.67422087735723	3.57838517819584	0.0585360274506242	0.165197517291824
ZC3H4	0.17147217779343	5.65423438811588	3.57813734918062	0.0585447615199176	0.165197517291824
TTLL11	-0.416192202196285	4.1902837966999	3.57760719024014	0.0585634502008646	0.165223929588677
DGKB	-0.215228962950895	4.93133889824277	3.57658739214463	0.058599417024657	0.16529907219951
DAND5	0.219609832402431	5.10179059414525	3.57321643183224	0.0587184731228973	0.165608534387382
CENPU	-0.280423140029806	4.83445152300556	3.57176361007657	0.0587698633520327	0.165727084809935
COG2	-0.150257981808361	5.49949130273326	3.57098540325916	0.0587974102870288	0.165734289049624
TCOF1	0.143290828812547	5.79269826068919	3.57067593086515	0.0588083687924273	0.165734289049624
PRR14L	-0.150258591720896	5.65890718361352	3.57060187239944	0.0588109915456193	0.165734289049624
ELF2	-0.136667346257109	5.85989604391417	3.57044496415614	0.0588165488038052	0.165734289049624
NPFFR2	0.36253414243616	4.35157495956844	3.57037000115378	0.0588192039840749	0.165734289049624
IQSEC1	0.209629122622629	5.21741971962097	3.56685961987409	0.0589436840354577	0.16605861804295
ZNF154	0.201074157057248	5.08507331538256	3.56551806158382	0.0589913303586179	0.166166419101756
PLCB4	0.345680233393712	4.44904932694193	3.56419583020028	0.0590383303347649	0.166272365541319
WDR59	0.119972581953995	6.01574864150535	3.56147680698075	0.059135105747088	0.166518440857301
GSTCD	0.151664944809212	5.62475227578591	3.56090647828256	0.0591554262607231	0.166536957604367
P3H1	0.132706669762423	5.99000059692989	3.56076448615056	0.0591604865202504	0.166536957604367
SIRPB2	0.326983283731564	4.43650393578597	3.5591444412039	0.0592182536301005	0.166673082519679
RRP15	-0.141872043313475	6.17694964310038	3.55823074105945	0.0592508605399217	0.166738360642373
TUBB1	0.357745905658543	4.363518658081	3.55713830234612	0.0592898710889347	0.166798086318626
CEP57L1	-0.158682913745681	5.50982241875033	3.55710864503959	0.059290930520122	0.166798086318626
NAGS	0.404932109918464	4.21524031827515	3.55684537903855	0.0593003359049453	0.166798086318626
BLZF1	-0.184138050120901	5.23494486473496	3.55549512259216	0.059348599815721	0.166889001639059
CPE	-0.226868163809294	4.8822076529628	3.55541393851934	0.0593515030106385	0.166889001639059
ADCY1	0.232948673532056	4.90491480656827	3.55383821198984	0.0594078819273651	0.167021016618649
TENT4A	0.289265564782153	4.56620646950985	3.55325172175537	0.0594288808716336	0.167053537216057
PINX1	-0.199756765090094	5.23753853312094	3.55285368273599	0.0594431369245517	0.16706709635158
ZNF449	-0.29334157799671	4.6107091609422	3.55171718319247	0.0594838614876379	0.167155030091868
AC240274.1	0.196013100209581	5.34220060920634	3.54939309975333	0.0595672335303102	0.167362760198105
TMEM109	0.221662746072526	4.98351266404692	3.54671810948065	0.0596633475270983	0.16760621909595
MAP1B	0.0893600802029605	9.95522336222247	3.54612770774878	0.0596845832221289	0.167639286081565
MAPK1IP1L	0.0745100588032346	7.43977035255668	3.54280897974354	0.0598041016146381	0.167948350689467
TSHZ2	0.193125181049455	5.2549586785916	3.54220342682788	0.0598259370276311	0.167983036879106
SRPX2	-0.25747119687572	4.81861338723073	3.54136217896786	0.0598562853520474	0.168041611373508
ANKRD22	0.344711230514103	4.38307786998165	3.54026299457036	0.0598959635076891	0.168126355887193
PPP1R36	0.40519190521294	4.22366250521747	3.53927153322417	0.0599317770939236	0.168200227521403
FASTKD3	-0.235989454317615	4.94133506501167	3.53898397853538	0.0599421684104118	0.168202738733399
CGRRF1	-0.140236384334933	5.93798485918684	3.53847663218977	0.0599605069754351	0.168227546261509
KIF4A	-0.295680684062712	4.88428899093987	3.5378791355825	0.0599821117687084	0.168261508338195
HUS1	-0.155470457911626	5.46614308496808	3.53740595876241	0.0599992271759101	0.168282868050629
RNF13	-0.0946094409546188	7.47214930748238	3.53694525427483	0.0600158964341907	0.168302969861049
PILRA	-0.34110357531664	4.38817354196139	3.5350686758033	0.0600838459101877	0.168466847991332
SDAD1	-0.136263536167918	5.87142234304775	3.53213021366145	0.0601904098349174	0.168738926716692
MYBBP1A	0.263030902365115	4.86511897102832	3.5296618029306	0.0602800826392447	0.168963573936747
PRKCD	0.38770923582433	4.29378531151303	3.52886426140554	0.0603090862208746	0.169018122649388
TACR3	0.280135664207444	4.13069040350583	3.52783017847514	0.0603467140290611	0.169096819946643
SMURF1	-0.322590794165885	4.40036982629718	3.52748623444643	0.0603592348655556	0.169105151524632
TBX18	0.280152972311469	4.13072982275277	3.5271176970713	0.0603726540584329	0.169115996944957
AC018630.2	0.280129633185951	4.1311622638262	3.52469065082637	0.0604611070548852	0.169315510574669
SLC7A10	0.429668847004766	4.25883902826291	3.52461752962137	0.0604637740747088	0.169315510574669
RAPH1	0.247790718646513	4.89616407202489	3.52437676898273	0.0604725564529897	0.169315510574669
RNF125	0.168941410403491	5.58292221287201	3.5226069986723	0.0605371551588696	0.169469589406338
AC009163.2	-0.30222427410118	5.07797677037143	3.5214347299912	0.0605799847732224	0.16956268810103
ACKR4	0.279482976494949	4.1314939732878	3.52098313042679	0.0605964928652223	0.169566493657034
HELB	0.125185088394185	6.08054655162887	3.52087376337687	0.0606004914661824	0.169566493657034
OR10A6	0.280746107254631	4.13161335534584	3.5202927416628	0.0606217390808976	0.169599153783108
PIGV	-0.185347536854517	5.09765940196146	3.51976867344268	0.060640910740543	0.169625996689276
COQ4	0.0948695175402901	6.69933220269698	3.51892613287538	0.0606717464002508	0.16968545274613
PMP22	-0.103866666727047	9.01627897120375	3.51597615226694	0.0607798426061033	0.169960936570777
ZNF653	0.385169364532723	4.27733605325412	3.51537282163866	0.0608019756985591	0.169995989514267
RBP1	-0.112279260180793	7.2628834451534	3.51442193565208	0.0608368762209454	0.170040709344964
FAM156A	0.220000699674855	5.08898802558649	3.5144139030499	0.0608371711336402	0.170040709344964
DNTTIP1	0.16753045771719	5.49032131944618	3.51288583959592	0.0608933008512681	0.170170739141316
ZFP30	0.106640085436943	6.29259541694056	3.51133389075551	0.0609503643600755	0.170303337047745
MT-ND3	-0.138192402822548	9.71294525614917	3.5098808460059	0.0610038428626813	0.170409406594249
PPM1A	0.183472639286733	5.25713746534908	3.50977967789208	0.0610075681579796	0.170409406594249
AC105052.3	0.131963084451554	5.96997492701272	3.50949431683756	0.0610180772616717	0.170411886543477
PPP5C	-0.176208712992708	5.44464580253915	3.50907134891537	0.0610336576123448	0.170428526506362
BMI1	-0.219491109371981	4.91081693299017	3.5082867832366	0.0610625689093482	0.170455233559841
OR6J1	0.229774138681501	4.82896233038716	3.50827904460431	0.0610628541510489	0.170455233559841
KIAA1143	-0.123849837359053	5.87656984795871	3.50802841316658	0.0610720930539043	0.170455233559841
KDM4C	-0.309926134003672	4.48094709834492	3.50678867421857	0.0611178148263488	0.170555969151456
PDP2	0.133250911576353	5.95290788082278	3.50327220948401	0.0612477009771795	0.170891505940108
RCCD1	-0.264161752037029	4.65780582068219	3.50151320355627	0.061312782852923	0.171020775804424
LACC1	-0.420488130335104	4.18305318907827	3.50149808017116	0.0613133427257278	0.171020775804424
PROS1	-0.214494293332937	5.05980686695914	3.49457423660505	0.0615702383217651	0.171710291474587
RAB33B	0.190531488439334	5.15200053369034	3.49284274566122	0.0616346608586236	0.171862895643568
TLCD2	0.152015620578433	5.69881313395525	3.49202880606498	0.0616649694142684	0.171898056548437
CDK5R1	0.369679498732414	4.37670178913312	3.49198285783547	0.0616666808552829	0.171898056548437
MRPL10	0.142300817675123	5.73276976373201	3.49170306573131	0.061677103408081	0.171900055950264
ZFP3	-0.350497829984144	4.3802328118006	3.49110493121918	0.0616993908452951	0.171935118101301
ASIC1	0.196254337773126	5.47388240077137	3.4882746556259	0.0618049677526128	0.172202232001617
SPATA32	-0.388344278530148	4.20810657143878	3.48704505599665	0.0618508950643391	0.172303091126073
AC068946.1	-0.259505551437021	4.61967619952656	3.48634781277377	0.0618769542471109	0.17234857896286
MCM9	0.27918142743975	4.58443346906501	3.48364406957825	0.061978116192828	0.172603206604932
FBXL18	0.135106041149094	6.00792888620643	3.48336696983023	0.0619884939698067	0.172604968588778
MTHFD2L	-0.166147233843928	5.27200559853915	3.48293254139685	0.0620047676537339	0.172623144401593
EHBP1	-0.194535222989772	5.09207667866756	3.48177160931039	0.062048278487725	0.172694355324598
BSPRY	0.358592432760253	4.35262935806944	3.48172979456581	0.0620498462785538	0.172694355324598
ARMC1	-0.158466195591787	5.46630801494402	3.4792903851797	0.0621413819125114	0.172921941309411
RAD52	0.164908767828555	5.75400678841631	3.47681389494386	0.0622344561026845	0.173129090416528
PAX5	0.176860505373983	5.40617616903783	3.47657467285273	0.0622434546732256	0.173129090416528
STK24	0.187449853583201	5.19831785673088	3.47652968121821	0.0622451472319586	0.173129090416528
UCP2	-0.220717848105429	5.07864163330965	3.47608931748323	0.0622617160443294	0.17314798470359
FAM83A	-0.228522282784766	4.9892434318209	3.47300973516616	0.0623777176137289	0.173443349195348
AC010422.3	0.339696086462296	4.38951284424957	3.47195329212963	0.0624175646851966	0.173526904050259
TMEM205	0.136595904855366	6.51948313014206	3.47147445517135	0.0624356344574785	0.17354989916994
SLC1A2	0.253633957315043	4.69234993724139	3.47048896487848	0.0624728412438165	0.173626073138314
PNPLA6	0.23402835699575	4.90362443152659	3.4692896574245	0.0625181524798935	0.173718814590139
DERL1	-0.143849277982674	5.57059493162847	3.46905949293875	0.0625268523669484	0.173718814590139
CYP26B1	-0.413258783225912	4.25938791361566	3.46882718183352	0.0625356347011476	0.173718814590139
CLCN6	0.185561530716416	5.13293002454184	3.4653746071229	0.0626663115387824	0.174054525635081
PDCL	0.109104695106413	6.3516789465153	3.4636985211821	0.0627298547621474	0.174203698267036
STRBP	-0.143547847285182	5.83615094436448	3.46321411441363	0.0627482322197586	0.174227416378173
BRDT	0.21512124659132	4.94517495989635	3.46278731274901	0.0627644290052706	0.174245073125604
WDR89	-0.235354517835239	4.77654046976517	3.46227518769433	0.0627838696262311	0.174262612044386
PIGL	-0.130445128131296	5.92799724194722	3.46205162914657	0.0627923580750248	0.174262612044386
CTNS	0.202794100055137	5.12330880926576	3.46182171788706	0.0628010890099279	0.174262612044386
EBF1	0.256707926739089	4.80896728300681	3.46158443185527	0.0628101013601717	0.174262612044386
DDT	-0.134788436327335	6.02243153843035	3.4605872037493	0.0628479921069125	0.17434042853526
CRY1	-0.24546675010617	4.81618005397229	3.45953904142209	0.0628878444123116	0.174423661169881
FYB2	0.399489303469725	4.21599694435241	3.45743926044349	0.06296776147509	0.174617972639235
CABP7	0.153358222518124	5.73669638608968	3.45540385757511	0.063045331641754	0.174805716036122
SPTB	0.265579070212972	4.72246221642362	3.45356892928442	0.0631153489253639	0.174972462070128
KRCC1	-0.157969772597275	5.57765105524671	3.45286605493487	0.0631421911896233	0.175019482057998
ING3	-0.131183857668271	5.9210057527021	3.45073670880163	0.0632235836770752	0.175217667671469
IFI44	0.33498619735393	4.81309478339764	3.4444316292479	0.063465246662796	0.175834335749027
SLC39A11	0.208729527323578	5.05243660316982	3.44441331328295	0.0634659501153755	0.175834335749027
TST	0.186175849566133	5.26128892227799	3.44295410807388	0.0635220198383251	0.175962154422336
PRR4	-0.241768601867302	4.76504900127506	3.44255835318779	0.0635372357577343	0.175976781820327
LONP2	0.108641811896072	6.51668396676992	3.43853057060085	0.063692316508899	0.176345691730081
ANKRD9	0.156452785399888	5.43309329389307	3.43846721174828	0.0636947592215283	0.176345691730081
ACADSB	-0.227006843488641	4.89307888203621	3.43832347281153	0.0637003012471238	0.176345691730081
GADD45B	0.566767798092278	4.49917871617383	3.43707894331419	0.0637483070654552	0.176445211725294
ATIC	-0.143119049310252	5.87994522409535	3.43687509014978	0.0637561740651469	0.176445211725294
FOXK2	0.125771809596092	6.17973506523778	3.43659472604179	0.0637669954280325	0.176447589911156
MTFR2	-0.391462126026805	4.23517107429339	3.43593283548111	0.0637925505413233	0.17647430868825
GLCE	-0.281659008932706	4.65998690452223	3.43582853487459	0.0637965785078402	0.17647430868825
TRIM46	0.261942860771372	4.69691155913713	3.4349798770254	0.0638293627567023	0.176537425538212
